"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","Comparison"
"mmu00010 (00010) - Glycolysis / Gluconeogenesis",0.000453772133052464,0.00151915018456694,0.49849310876659,0.487030247550226,1.94679706836109,30,
