V1,Control.F.6-Rapamycin.F.6_logFC,Control.F.6-Rapamycin.F.6_logCPM,Control.F.6-Rapamycin.F.6_LR,Control.F.6-Rapamycin.F.6_PValue,Control.F.6-Rapamycin.F.6_FDR
Mx1,-1.59484442963117,0.0386646593481981,10.7767564217017,0.0010278263604115,0.114900924458312
Cnn1,2.78993216269982,-1.73483671667036,4.85590143358738,0.0275517131151853,0.431096979521096
Ccne1,-2.36055249330981,0.117381393625834,10.0193193051461,0.0015490670746876,0.144815124303843
Mybpc3,-5.99297564486017,-1.52482577382085,16.7217172224777,4.32826874081303e-05,0.0247113228895133
Rec8,-2.71996844233584,-0.684247713186742,10.0474004551966,0.0015256307379037,0.144815124303843
Hspb7,-4.3792852400847,-0.678138594683482,6.28275882116749,0.012191815793913,0.328111729430123
Dennd2c,1.63016439990479,-0.84848754084044,12.7024634902119,0.0003651741818316,0.0767570304562138
Tcap,-4.10243385551351,0.991922006583594,3.84270210966295,0.0499629403120928,0.505855749347313
Crybg2,-1.89429033449282,1.67421076092585,5.83516489907444,0.0157089372787534,0.356010737722933
Myl2,-7.9311069206441,-0.711334419473353,6.90886081149456,0.0085769619613409,0.294230287369092
Ttbk1,-1.76468053739009,0.761059496868064,14.5607487996875,0.0001357122277052,0.0534338550198942
Eef1a2,-3.62153845355477,0.404561598140155,4.15779643252567,0.0414432872906695,0.479343841330418
6330403K07Rik,-3.56142649304809,-1.52413878576147,5.60166847394488,0.0179433814102388,0.375448815738322
Myh11,1.99798737373536,1.42837213697998,6.94761960782696,0.0083930839427664,0.292026615864751
Mb,-8.50628329931984,0.405596839087326,6.18962515242438,0.012850140274145,0.335657422258958
Moxd1,-3.51044148707453,2.58265298350066,4.12521978039091,0.0422485325165233,0.481729701005094
Ntn4,1.65849454195889,2.38869813100776,25.4154654647206,4.62197867055114e-07,0.0036943475513715
Abtb3,1.80023925381743,-1.22008639386428,4.25310774762891,0.0391785727124731,0.466116180990389
Meg3,-1.69767638149515,2.74494259474168,5.85043825827418,0.0155731724333096,0.355612707274408
Ryr2,-5.80420373864943,-2.32947156799433,9.22591193306579,0.0023861381716157,0.181267019142738
Ckmt2,-7.44214552215766,-0.805661271207456,5.86466314535,0.0154478146801776,0.355321964715567
Tgm1,-1.66644529773461,3.48427186975152,15.6756025640137,7.51878073628759e-05,0.0387726544678366
A1bg,-1.89863405226288,7.68721088893128,4.21834053432656,0.0399892523559109,0.471784640709662
Fam83f,-1.70354939131884,1.07192509794123,6.37597905575299,0.0115675209791426,0.320482478981929
Srl,-1.58771843385275,0.655041770871862,5.47021078059339,0.019343292507249,0.387011106409114
Nr4a1,3.44159597918874,2.55698572566599,13.4631842745276,0.0002432904958311,0.059834490251647
Tmem52,3.46545812826669,-2.60316814169,3.85234261366436,0.0496765613652653,0.505171444010898
