V1,Control.F.6-Acarbose.F.6_logFC,Control.F.6-Acarbose.F.6_logCPM,Control.F.6-Acarbose.F.6_LR,Control.F.6-Acarbose.F.6_PValue,Control.F.6-Acarbose.F.6_FDR
Plaur,-2.09261162027305,-0.896503347416685,17.6571806095616,2.64514752683585e-05,0.0014095109454665
Gm11223,-1.64444603645162,-0.862333872759942,12.1212620587125,0.0004985015439153,0.0120743116379244
Scn4b,3.70025705346199,-1.08247924877258,8.22964468970872,0.0041211597288388,0.0497302499053521
Gprc5a,1.63528874135107,1.20711327023133,4.49516654871424,0.0339908024632037,0.183635339025608
Pla2g4f,4.87764956330796,-1.78316255041741,9.71236865078419,0.0018303195663655,0.0293961427689848
Paxx,-2.1758210429051,4.25366393243827,45.6158563599563,1.4387219200282898e-11,2.09085532850657e-08
Angptl8,-2.11779380072727,5.94208813007434,13.5283818685613,0.0002349825639218,0.0069822142506597
Sstr2,-1.83480439649469,-0.570980237002258,7.60727989109104,0.0058133112882137,0.062251680254931
Ckap2l,-3.26157164126132,-1.93738295013637,9.32137812254506,0.0022649557721569,0.0334945263401486
Prss50,-1.53656076601468,-1.0088373510589,4.79592309121895,0.0285271662212989,0.166193614873792
Tsku,-1.58814841903773,6.29839940127693,7.16483644687648,0.0074346469006603,0.0714673874647968
Mmp12,-5.00336332925303,-0.178894014964976,35.694694673104,2.3079167185246803e-09,1.19014053749469e-06
Rpl36al,-1.52716969014963,0.151340396162281,14.5216987396183,0.0001385544144966,0.0046827291123535
Lrrc4,2.3841914551731,-2.42836808954003,3.96725796850166,0.0463932617285118,0.222048707183231
Vwa3b,1.51492111047872,-0.69846118444831,5.81892737893008,0.0158546106784417,0.115206220812274
Evc2,1.71186273599601,0.449462891531153,5.9393293360585,0.0148066518514763,0.11055541172242
Sprr1a,-7.16242782249238,-2.4003913365696,10.1721630910461,0.0014257690481681,0.0251293759691467
Ppp1r3g,3.18615702634482,3.1128250664464,15.074867906251,0.0001033298831714,0.0037460251676908
Cyp8b1,4.11284695784708,8.64750882275386,48.4517735443773,3.38512034113092e-12,6.0127259748132e-09
Mmp13,-5.46077717493665,-2.00626524009531,23.1286626152402,1.51515203934831e-06,0.0001807553768732
Akr1b7,-2.90989927522379,0.502713555925986,7.41776752770063,0.0064582897918562,0.0657593761863783
Fpr2,-2.23276151388599,-0.774227708633174,13.654688655761,0.0002196920502872,0.0067202515169809
Lrrc15,-1.68348132538912,1.17945124359023,10.3716393340376,0.001279658699107,0.0231671845571067
Tchh,1.84256536349261,0.311335619331537,12.2504784419492,0.0004651388797862,0.0113869986711527
Ube2ql1,-1.79931032658964,0.165382962939169,5.75409378352498,0.0164502786932985,0.117978535303307
Nebl,1.50552573417045,0.125340681601467,5.91053237043682,0.0150506227925694,0.111192800283372
Slc51b,-3.46473435042069,-0.77580602127372,28.6819394929724,8.52955111769531e-08,2.00519712010996e-05
Zfp14,-3.44337848346201,-0.613750944267872,12.3434039259452,0.0004425473473232,0.0110713018690284
Mtnr1a,2.04773246256214,0.755712813794576,16.0074711569047,6.30930124175782e-05,0.002689613057353
Kbtbd13,-2.2872883749537,-1.41043370193804,10.2496915198382,0.0013670745945958,0.0242966101973658
Wdr86,1.93187714275593,-0.144559423259339,7.63866212199257,0.0057130275585057,0.0616667117382408
Kdm5d,3.56303420999054,2.78991431308535,7.06623595301695,0.007855010628441,0.0739518256220599
Scimp,-1.62677791538018,-0.663816162706477,11.147290167711,0.0008415451436374,0.0172695002133362
Lepr,2.68242763672521,2.50760181957543,15.602308966697,7.81590891439244e-05,0.0031393246207406
Xlr3a,-2.50886880314706,1.33413236030035,7.85142485047183,0.0050780670002615,0.0570470689150954
Gsta2,-1.91363000561032,5.13179277356781,22.5822861854162,2.0133238611049e-06,0.0002155973439904
Spock2,1.60129657509851,-0.0982137019121301,4.5811248436947,0.0323259879611831,0.177826305418952
Lin9,-1.54149936809872,0.605093583042968,16.8859523530519,3.96942663360788e-05,0.0019170771651013
Klk1b22,-4.92714901384977,-2.09346451241342,4.22280910304826,0.0398840787711833,0.202151833619574
Cyp2c70,-1.61003523351093,8.28050858050934,26.0032122247417,3.40849762255373e-07,6.12227449372404e-05
Gstp1,-1.84898701997843,9.67259782712952,30.9320879536289,2.67216944474322e-08,8.71781647829901e-06
Fmr1nb,-5.49229125889845,-1.91388642835567,4.06028661180621,0.0439030472175072,0.214298030142225
Cyp26c1,-3.86924337120908,-1.40345811072038,20.9921551646565,4.61167821974307e-06,0.0003942368343358
Tlr12,1.89911403408961,3.08961665749865,19.3411172891881,1.09326622386202e-05,0.0007325049176263
Nrg1,-1.90571988537614,-0.566090829844024,16.2463241627182,5.56173949684205e-05,0.0024697213221254
