V1,Control.M.6-alphaestradiol.M.6_logFC,Control.M.6-alphaestradiol.M.6_logCPM,Control.M.6-alphaestradiol.M.6_LR,Control.M.6-alphaestradiol.M.6_PValue,Control.M.6-alphaestradiol.M.6_FDR
1700092C10Rik,2.27330464252012,-1.2697385291088,5.88843706983921,0.0152406208923638,0.505470053081592
Mup-ps7,5.07168302905948,-1.45062312752572,15.1165248154669,0.000101074653834,0.0234170929882753
Hsd3b4,-3.51451788273793,-1.69796440715933,11.8184087748119,0.0005864796031258,0.0772613523974407
Hsd3b8,-3.83160853426402,-1.62963769299178,13.2506332302125,0.0002724878059153,0.0463403198442815
Rps19-ps1,-3.51502487001726,-0.795631213932908,5.75757323987733,0.0164177322107392,0.523016703954651
Cyp2d12,-1.84662048415921,1.00335529019676,9.41665986553977,0.0021502283289754,0.170166089440598
Mup-ps8,1.94615052227522,0.139182795181806,7.04884382380915,0.0079316430716863,0.378015268823939
Gm2093,-3.31550926444012,-1.68494270861515,5.39161901524853,0.0202336891212459,0.574560082728981
Gm9625,-1.91200142700646,5.00367476769029,7.6350781536803,0.0057243905143897,0.314467720835171
Gm27000,2.18878606800009,-1.3452510114859,6.79258451519701,0.0091537290426457,0.408747241552332
