V1,Control.M.6-alphaestradiol.M.6_logFC,Control.M.6-alphaestradiol.M.6_logCPM,Control.M.6-alphaestradiol.M.6_LR,Control.M.6-alphaestradiol.M.6_PValue,Control.M.6-alphaestradiol.M.6_FDR
Gm4654,2.11582218582632,1.41966799994839,11.3929178186638,0.0007372463823633,0.0912847922936691
Gm4575,-1.96260175219056,-0.334596594542723,4.35845716425747,0.0368256425767109,0.748899255410004
Gm27219,-3.38740904389991,-1.40595709845176,10.9848001112907,0.0009186218975823,0.100663673680679
Gm28513,1.50563836655981,-0.148500465004879,4.83842367169194,0.0278323251196525,0.666602538286305
Zbed4-ps2,-3.12986682120464,-1.80426015579224,4.01721090369896,0.0450381364858825,0.806889411648158
Gm38357,-2.39249526970569,-1.4571586467259,8.02874214018785,0.0046040802370477,0.278791010111536
Gm31121,-2.46129498233067,-1.38256819462713,6.99654965239864,0.0081666977075716,0.382852872590147
Tmem217rt,1.71577330697851,-1.88699870108145,4.63049293339829,0.0314085385808094,0.7032169436314
Gm6135,-5.31086872724024,2.16551571151841,69.8910901527915,6.26708938646242e-17,1.0018569093198799e-12
Gm7652,-1.54216213897343,-0.295303069993273,4.56929668545528,0.0325499261931822,0.713776570815103
Chaer1,4.07867682387725,-0.817193792959986,6.29821086010961,0.0120859894291794,0.463476080668067
Gm6450,4.54779835824872,-1.39242007114793,10.4886559654237,0.0012010971255085,0.116368113020483
Gm7298,2.46401124672188,0.703838097310694,5.45927772383554,0.0194646910304559,0.566780602573529
Mug4-ps,1.82318993936133,4.11626595848953,8.37949281554796,0.0037947830601151,0.253821765686198
Gm42375,-2.52100496430621,0.537558043878241,4.92344054843893,0.0264947040492584,0.651606675279147
AI314278,-4.55434897194167,-2.66651354516873,7.6477079577392,0.0056844499739088,0.314291528498955
Gm45774,2.38929712324116,1.22391153376911,6.49110786508669,0.010841539243399,0.443773622971717
Gm45875,1.92782513231556,-1.95396409502373,3.97769480700029,0.0461066216500909,0.811111454028804
Gm47154,-2.5113932573612,-0.574284448364876,7.39759951306554,0.0065310973394902,0.340085088172933
Rpl26-ps6,-1.54577505486132,-0.138641614671653,7.40425352591506,0.0065069838453417,0.340085088172933
Gm32872,2.03495361098908,-0.0327251538355416,7.03534933587154,0.0079916283601351,0.378015268823939
Gm18025,-2.89415949803068,-1.66722530944745,6.54953328873903,0.0104911674734762,0.437889825668382
Gm8483,-5.27527827642273,-1.80612727277141,10.6571632791212,0.0010964542659527,0.109113931127622
Gm7926,3.349480578085,-0.387389381007736,4.90148776684071,0.0268335678876879,0.655534969715306
Rpsa-ps7,-2.64108339566427,2.82750892795929,12.3153744707009,0.0004492425741641,0.0659135555448323
Gm7059,-3.12543879031503,0.813110116807959,4.42053702120601,0.0355088593050927,0.741646722661018
Gm36787,1.65426716442824,-0.78428851068077,6.00019813751811,0.0143042718914612,0.488882909407037
Mir692-2,-2.32487831006782,1.26398697198848,3.87131915298636,0.0491179016778482,0.824944215385652
Zfp33b,4.88248603868029,0.322752604998415,6.20705527473703,0.012724212291854,0.468684925570455
Gm35287,2.11149821348279,1.00807062105575,8.25934365812655,0.0040542783228984,0.264537523550425
Gm36185,5.18521913868041,-1.68001432085083,8.33096288455442,0.0038974994100587,0.258528736801657
Gm32304,2.08568056627076,-0.567832469989934,5.9982377548147,0.0143201752923897,0.488882909407037
Gm31249,2.13970179818634,-0.847548121722546,4.58224681653811,0.0323048297313603,0.710350767655469
Gm55632,-3.11808878625322,0.441880807095013,4.23167249044249,0.0396763253371818,0.768806953745682
