V1,SnellDwarfMiceControl.M-SnellDwarfMice.M_logFC,SnellDwarfMiceControl.M-SnellDwarfMice.M_logCPM,SnellDwarfMiceControl.M-SnellDwarfMice.M_LR,SnellDwarfMiceControl.M-SnellDwarfMice.M_PValue,SnellDwarfMiceControl.M-SnellDwarfMice.M_FDR
Lcn2,-2.15780005024875,3.35543109490118,6.49849841881084,0.0107965637634976,0.0547444086228167
Gsn,-2.1114943956486,4.35832623972861,19.2178415933337,1.16618351771341e-05,0.0002064519348191
Abca2,1.56981125379486,5.79313167595832,46.4410781286294,9.44152741596816e-12,6.56227205528987e-10
Psd4,-2.32874769424645,1.83897090349456,40.5512327476238,1.91527663442971e-10,1.11336771919976e-08
Il1rn,-4.45340771524429,2.31966290100482,65.4781898220966,5.87606783009479e-16,6.95813483939965e-14
Xirp2,-8.51266075639887,-0.563646198349672,5.66269140843126,0.0173295106045925,0.0773093821686817
Smtnl1,-6.80016709012084,-2.42954355379649,4.40058515909671,0.0359266014602834,0.128768357630363
Tyro3,-1.65345846482014,-1.01387575667561,6.04733505707198,0.0139273016059227,0.0663216691904322
Chac1,2.4013941441365,1.39382827821414,10.1955997912015,0.001407761642438,0.0115526065790631
Knstrn,-1.52015931465268,-0.42521853191621,6.031194979155,0.0140552148691417,0.0666910348502802
Slc23a2,-1.93364688533415,4.83952833603534,43.4330922899488,4.3870590553133896e-11,2.8278841152516103e-09
Prom2,-5.26533420036731,-0.0830065426734765,7.11323156631644,0.0076517048579876,0.0423546239126699
Tgm3,-9.2825273663643,-0.792533909953112,9.27320137878682,0.0023253091568766,0.0171143610413584
Acss1,-2.82786280351913,-0.755886105117575,7.58856999468514,0.0058739524612549,0.0345891088408403
Mylk2,-6.89219387685767,-2.38430735078778,3.93858981041988,0.0471903206494853,0.155415011516826
Bpifa5,-5.83620467981069,-2.48797943572299,4.34957939775476,0.0370180873764423,0.131582228339436
Zbp1,2.00463930701981,2.41026268042016,15.9163901607954,6.62029279775986e-05,0.0009105137320358
Fabp5,2.62856311176703,3.56288680099828,12.4337208178795,0.000421651016489,0.0043543366599447
Nfatc2,-2.7682422165978,-1.21661473573123,7.4684353424574,0.0062790098536783,0.0365403172627967
Car2,-2.09378198094626,2.42973508497159,23.8885792290981,1.02075543232724e-06,2.46492391860775e-05
Chrna4,4.03722630996521,1.44198754803788,16.545972751438,4.74847246425971e-05,0.0006939265067679
Acss2,1.57103601785983,6.87942530164857,27.7683535812994,1.36744734237761e-07,4.17973484039168e-06
Epb41l1,-1.52989494413318,2.49270417915009,14.5483546183381,0.0001366078987794,0.0016868935333646
Ocstamp,3.55690375955424,-0.168793679295297,15.6975068135543,7.43220721878891e-05,0.0010000948198616
Tnik,1.66763282735801,0.813691156102708,14.6639280909026,0.0001284817132955,0.0016058707339656
Sucnr1,1.85267909932677,4.80800899512058,17.3204242712031,3.15774587061679e-05,0.0004915260514866
Smad9,4.82862542330134,3.48168672341959,79.1994172053023,5.61466393266954e-19,1.00597853670964e-16
Ptgfrn,-1.67441576878761,1.57851059289396,14.5246719863132,0.0001383359200088,0.0017037272860252
Hao2,-6.06763352410865,4.9136740790111,33.7903206053835,6.13835167233423e-09,2.50965958654565e-07
Hsd3b1,-4.9612879584767,2.46339971066196,4.7840121560004,0.028725119354177,0.110517390612725
Sypl2,-3.88206175973793,-1.84587119328475,4.7062474956101,0.030053183277894,0.113899997126698
Crct1,-8.48332351938173,-1.02582400378151,5.83444634352428,0.0157153544743809,0.0721579808863617
Lce1b,-6.48164680451563,-2.44964487383213,3.86810877838969,0.0492119451624626,0.15999637082919
Olfm3,2.4646122210656,1.66590034548109,31.531818214458,1.96198854370494e-08,7.16081024193314e-07
Cyp2u1,1.85752021452255,4.64929743508905,16.8168990677631,4.11650874191395e-05,0.000610449988388
Pla2g12a,-1.90048202780073,4.64571530037979,54.9273200214247,1.2507033651047e-13,1.0634970209874399e-11
Ptgfr,-5.95773720182063,-1.10730759673959,33.7404167982257,6.29785263430634e-09,2.55526579218328e-07
Myoz2,-7.50241272956616,-2.21874577543102,4.77551877486707,0.0288671476931335,0.110770576817675
Atp6v0d2,-5.89372728600026,2.74623078736544,69.8684787745414,6.33934328892576e-17,8.588198459048071e-15
Gbp2,-1.59715742855882,2.10540688457444,14.2132397747227,0.0001632180741385,0.0019500778274878
Nr4a3,-3.05675521651993,-1.71801603960164,5.57005495292871,0.0182701873641753,0.0800403439856692
Fmn2,3.0797612661249,1.10032062515205,28.9384742958463,7.47140499042458e-08,2.38875760353855e-06
Zfp37,-2.7447363804105,-1.41276463005927,18.3445578603829,1.84344800013939e-05,0.0003092272794357
Aqp7,-5.55725106671981,-1.76084822066597,7.41477011917054,0.0064690579397964,0.0372798901658712
Aqp3,-7.07957754698622,-1.78885385084871,10.7661468949321,0.00103373487849,0.0089671836252215
Kif24,1.50954344429107,-0.817395471425338,5.90282281422941,0.0151166388299937,0.0701464697637966
Enho,1.79447059318615,5.16502509350732,13.5788866684245,0.0002287438656321,0.0025824148559295
Unc13b,2.33257391985135,2.08423361764654,15.6468297206844,7.63404495188733e-05,0.0010212371765763
Tpm2,-3.73457438558994,3.11308332695375,9.47116280997554,0.0020872702416082,0.015709558419185
Npr2,3.91606492867211,5.97770475250458,176.507165875533,2.80600366390366e-40,2.13603688434114e-37
Slc6a9,2.65532472626364,4.00871978058816,45.9607261675541,1.2064754700528799e-11,8.313240027700601e-10
Ttc39a,-3.97517060461758,0.62040169564966,19.1479997865859,1.20964198566637e-05,0.0002136722296448
Gpx7,-1.55051379182415,0.306265592594593,12.4195848580229,0.0004248546732168,0.0043817592297059
Scp2,1.50161556770974,10.5216376474095,66.643656473901,3.25301398888423e-16,3.96967035315292e-14
Pik3r3,2.06828183832223,0.411745164243154,21.4381186887456,3.65433394995436e-06,7.60653418280864e-05
Lurap1,-3.05906125976378,-0.747329132078206,23.7074248733867,1.12149030085055e-06,2.65840980267186e-05
Cyp4a31,-4.5599585079167,6.22895610647876,61.857160944842,3.6929695186857205e-15,3.98890613011553e-13
Cyp4a14,-6.30650823872156,10.6273762730769,31.1693764412207,2.36467174391181e-08,8.47570459600317e-07
Fabp3,-5.9769092909628,-1.03300938862519,6.22556626862843,0.0125918632259192,0.0613699772955929
Azin2,-2.20911139759863,1.42207205888505,22.4595134756414,2.14619859927544e-06,4.758547962277e-05
Trim63,-6.37965512578337,-2.3534247335789,6.88760489793259,0.0086795487534504,0.0464051058102537
Rspo1,-1.91716666132951,-1.2738475432212,6.02507188311094,0.0141040573152868,0.0668051734050889
Smpdl3b,-4.07262043186079,-0.411237079057849,58.1759794237156,2.39687893616218e-14,2.3019422779286797e-12
Errfi1,1.67776346509037,9.54498652408905,23.8085238903424,1.06410190543396e-06,2.54734074013963e-05
Miip,-1.53925735668421,3.26683007925656,36.9567416126777,1.20779358599947e-09,5.94433697324238e-08
Arhgef16,2.1956174290915,1.08886244769647,13.9473841686255,0.0001879990723404,0.0022065735465745
Bst1,-2.16691066266349,-1.10479975110031,4.41496830443229,0.0356249405135662,0.128121552092209
Slc30a3,1.63157964053993,0.542702193477323,4.91578705710015,0.0266123356472879,0.104836076307921
Ppargc1a,-3.10119370853567,3.31967567402582,51.3480552861609,7.735859848068419e-13,5.9454545928472e-11
Sel1l3,3.89871984128672,3.9970235995249,56.3804057607466,5.97225608061745e-14,5.42457305140628e-12
Lnx1,2.21666218163797,-1.28638775159462,6.99803807128397,0.0081599099372549,0.0444292643926969
Sult1e1,-9.36278195259428,3.351412741875,45.7356724453287,1.3533561148056198e-11,9.24562002191565e-10
Crybb3,2.75207763996648,-0.122428077359659,11.4659212216104,0.0007088408422577,0.0066382716487012
Cxcl1,-2.71630950855808,2.64338395921215,19.4137535106395,1.05246388585181e-05,0.0001884063569902
Cdkl2,1.64040492785892,2.27614005237562,38.7051912642127,4.92896398824954e-10,2.73591730264435e-08
Cfap251,1.57152720588439,-0.234669323663355,7.35639306846734,0.0066824713173746,0.0382199796217964
Aacs,1.76900478550925,6.02359973326846,11.8887786271918,0.0005647314100717,0.0055317379420385
C8b,2.38247063084525,7.3442983609693,89.8867388294898,2.52191751242564e-21,5.37538311381817e-19
Gngt1,1.58947860421145,-1.2432664056221,8.0529988727824,0.0045428393553921,0.0286025324676245
Asns,-2.73573226457458,1.89119740713209,10.8769558335491,0.0009736815185096,0.0085570493429883
Irf5,2.27562162551986,3.74879116894258,74.2352764256788,6.93400650218224e-18,1.05568598041795e-15
Igf2bp3,-5.9688496084727,-1.79262573308699,46.2912089755586,1.0192022436517098e-11,7.05323249654385e-10
Gpnmb,-3.99640226162459,-1.61029808620732,9.78949977367085,0.0017551120185838,0.0137468009451648
Osbpl3,-1.50539233532239,2.98162534958278,4.66828901378281,0.0307245221829615,0.115540393229081
Nfe2l3,-3.0184917709603,-1.24739444229156,8.66696093630262,0.0032403112711022,0.0220049345708754
Slc13a4,2.47356384403678,-0.699936814443991,8.53103122315144,0.0034914182210866,0.0234241311719838
Nat8,5.85987323617988,3.7690363707075,111.642673913321,4.27877827322798e-26,1.3680109895164502e-23
Slc41a3,-2.36673809706424,0.899616029412216,28.0226300161113,1.19905022899034e-07,3.75843469816461e-06
Nup210,1.50214521739234,4.31418740269186,35.8410698064917,2.1408706022259e-09,9.90498622193139e-08
Usp18,-2.44248839474105,2.55772305408814,36.1049168865233,1.8697447457517303e-09,8.76531950310473e-08
Tuba8,-7.89614525368852,0.952813583518583,70.6249149634274,4.3202630601963104e-17,6.05822151581564e-15
Plbd1,1.7888063029101,5.13298937072431,90.7644666626002,1.61833680436407e-21,3.49604488575189e-19
Erp27,2.91721124162514,0.0604478742273256,26.4803156309142,2.66237258948121e-07,7.58657543947354e-06
Slco1a4,-3.27777700327027,6.52133832083357,52.9011795483886,3.50758843754104e-13,2.8177039579161298e-11
Ldhb,-3.49352293604956,2.24795391974735,33.7032917645582,6.4191971639789e-09,2.59134560261027e-07
Srgap3,4.61768945269829,3.1026441394747,62.7624530096041,2.33202429065924e-15,2.60697484688662e-13
Clec2h,5.517820208878,0.727343073187624,6.91301116509612,0.0085570764779303,0.0459964440404151
Sult2a8,2.34047706109165,8.56101458122832,95.055476071939,1.85123957804487e-22,4.62404935853519e-20
Mzf1,-1.79442824978535,-0.533080078430241,12.102919545986,0.000503429354891,0.0050679444822179
Ckm,-10.8485020704877,1.44110354220351,8.54168185875292,0.0034710476266337,0.0233045641996502
Rtn2,-3.52541215889549,-0.282394209806121,18.6396118175974,1.57905304161395e-05,0.0002714273325079
Dmpk,-2.13990370890167,4.29834855124365,68.7947001389978,1.0926594085735001e-16,1.4317420742177e-14
Sbk2,-5.71812513868708,-2.2208214990195,4.60571734765683,0.0318655190812645,0.118355526959362
Csrp3,4.49863816595142,4.04201974290294,109.224121117864,1.44935644516396e-25,4.3715871947907803e-23
Cyp2b10,-2.85002948927627,5.15996957138882,21.3919858331896,3.74332614333575e-06,7.76091872083908e-05
Lypd5,-6.89231695890756,-2.3837246571045,4.28534906929711,0.0384421880798227,0.135038922860644
Idh2,-2.35778113097342,7.16201921108614,106.564431213155,5.54597291606067e-25,1.6119622370208299e-22
Synm,-3.412205680058,0.892289448882892,25.9091870741605,3.57861930320036e-07,9.89754466798634e-06
Sipa1l3,1.59502937115048,3.25641530857975,34.9647043718398,3.3573635275152502e-09,1.47447289425436e-07
2200002D01Rik,1.52599048377514,2.76295778282812,17.9961149807969,2.21356266488799e-05,0.0003633060858408
Ryr1,-4.98112727043126,0.493998155678864,10.1545454492064,0.0014394588352322,0.01174040252042
Ddias,1.74069014586658,-1.42844649271657,6.58228580056908,0.0102998543522518,0.052739741087475
Tmc5,10.1280137613886,-0.349382915494058,37.993780384607,7.09705120841054e-10,3.6835539161575e-08
Mylpf,-3.6720367269245,1.49048573057696,12.1251718100835,0.0004974574796265,0.0050235977696212
Klk10,-6.64989614377745,-3.0179491299318,4.60000496942618,0.0319718635033244,0.118667798923646
Nupr1,-1.70027168667787,0.0786906633753597,8.14246762287468,0.0043240399778783,0.0274955716974992
Atp2a1,-9.23598032730949,1.95825231255886,14.204872542468,0.0001639454389707,0.001957305293044
Lat,-1.93235655166516,-1.00335630255891,7.714908834837,0.0054766625452639,0.0328394326513837
Aqp8,2.48237738564577,6.62808735384775,27.3915459911518,1.66156032006674e-07,5.00220400689019e-06
Cox6a2,-5.19542301286326,-0.262436919526381,7.42158885932167,0.0064445882419106,0.0372059182503374
Pycard,-1.51100788855918,-0.959666107503418,4.57484831102386,0.0324446182886691,0.120032323064722
Crym,-1.66996046210337,3.15143687451484,10.7723508888742,0.0010302756738824,0.0089559472119002
Acsm2,9.3938456217931,2.3187871917808,40.6483818416829,1.82238094248919e-10,1.06712753650667e-08
Pdilt,2.11121513918869,3.16923124632698,47.5432245108159,5.38044005734841e-12,3.80582808658281e-10
Art1,-6.89294317816124,-2.41155544797719,5.88373350082166,0.0152813849375803,0.0706852487303698
Tnni2,-11.3413586275746,1.7845878248869,12.6605027191563,0.0003734617822716,0.0039148590500944
Arhgef6,-1.66160833890852,1.17568900469531,20.1715964848864,7.07963884951648e-06,0.0001337767218065
Ccdc120,-2.03226791807228,0.0630503683871756,19.361485261205,1.08166715375798e-05,0.0001930503185402
Itm2a,-3.11949597895493,-0.701401773197632,35.3943652351262,2.69264743418494e-09,1.2125256868417e-07
Serpina7,-3.04962938428211,5.46716550008316,32.4703720461635,1.21023599780374e-08,4.5845575025807e-07
Col4a5,-3.51253673767734,0.709546263220125,38.6333613117976,5.113733606693141e-10,2.82865555143933e-08
Adgrg2,-2.79159789504556,-0.10386441929193,13.0113867259056,0.0003096025835405,0.003332866599649
Itgb1bp2,-3.92851615931812,-2.09287127106281,7.19097641189092,0.0073271099476128,0.0408692182911861
Nsdhl,1.59902070592482,5.29776242124426,16.0011490278501,6.33040517331004e-05,0.0008761719229483
Ctps2,-2.18590503982324,1.9904686484189,71.3162390246168,3.04320794950072e-17,4.39853488711179e-15
Plxna3,-2.92727095157271,-0.0676380381587782,36.4914556889084,1.53336938897084e-09,7.34025104134142e-08
Morc4,-2.7452756298874,1.20576128930833,62.5998170929787,2.53276993311144e-15,2.79233518280824e-13
Myom2,-8.67723902323544,-0.714260451622449,5.62623796222617,0.0176935648097728,0.0782770337332075
Adrb3,-2.45850852205071,3.35932474052638,34.5704962950168,4.11090070766476e-09,1.76184607808925e-07
Dkk4,4.36073810337438,-1.5844769363315,19.6673134581244,9.21644399509718e-06,0.0001679978035411
Slc25a4,-2.1480961242967,2.98946050230377,13.119434698222,0.0002922482040327,0.0031955402118112
Lrp2bp,2.16198110310062,-0.0922615050831305,12.7943550613172,0.0003476668186755,0.0036855449359062
F11,2.65010079428045,5.75467815231383,109.320393366205,1.3806448934086e-25,4.2444210126980504e-23
Mfap3l,-1.65581518724708,-0.910519933109094,5.26452878525176,0.0217643140472357,0.0908527547152334
Mt4,-7.17571331718908,-1.5149265244466,5.79306192356727,0.0160895417706333,0.0733011204396334
Mt2,-7.13585180284085,2.81053230352698,32.5668161009905,1.15164357597297e-08,4.38337481083425e-07
Mt1,-6.13440976962467,8.02044864240767,37.5454994383934,8.93052438583297e-10,4.54660391184477e-08
Nudt7,4.24779027403132,8.01312967039509,174.051084601172,9.647805512385829e-40,7.0104463145909e-37
Pllp,2.27991475987597,1.52557968217014,31.3163192155552,2.19229089384567e-08,7.87549713011617e-07
B3gnt3,1.72931771623718,0.615205340430274,10.2858537489593,0.0013405397910865,0.0110825154112614
Pde4c,-1.546895295831,4.5973137980816,27.0016445827284,2.03282430722586e-07,5.97366348810895e-06
Hsd17b2,2.29988269344951,6.33351062636324,108.948446961705,1.6656211136163201e-25,4.93085539301306e-23
Pbx4,3.04718485648702,-1.92864558413363,4.15130183743855,0.0416025270928697,0.14271630860657
Lpar2,1.84171900417649,0.203997717165234,4.74463734103148,0.0293897476460989,0.112108765553952
Ces2d-ps,2.38162888425534,2.60743515226635,12.2180870637174,0.0004732843302928,0.0048090745659101
Smpd3,-2.54165645195977,1.04351072477269,18.6160706336179,1.59867198321311e-05,0.0002733301638892
Tmed6,3.24620638430018,-1.55910061407752,9.06266088498612,0.0026088205351539,0.0186854943813209
Ctrb1,-5.61393078603895,0.575225686013481,4.69064757265889,0.0303272158132014,0.114531271436295
Acta1,-10.1203165782988,4.25911382407819,16.3338934918766,5.31055822753408e-05,0.000758664734811
Agt,-2.09439537253027,9.51715267679551,98.736479047922,2.8843960406700003e-23,7.43708953325009e-21
Thy1,-2.31633559989918,0.207458717684203,17.4644438756826,2.92731642591328e-05,0.0004628692421824
Trim29,-6.65028853697716,-2.67155170535533,5.38498385954892,0.0203107760504424,0.0863761814159013
Clmp,-3.02095068358335,-0.703853946594077,15.7130825592765,7.371256937996e-05,0.0009935658803609
Barx2,-5.50060138396985,-2.94245525293767,4.14891612923952,0.0416611831633876,0.142886864202942
Apoa4,2.12427936251794,7.53424674976826,20.1045939989418,7.33203483528802e-06,0.0001374450022868
Tmprss4,2.15102402891598,-0.837364534925948,7.49885248112503,0.0061738318879519,0.0360595091563027
Treh,3.52573675270764,0.0829738951074215,23.3182318758889,1.37292420134168e-06,3.17161362466013e-05
Olfm2,-1.87606311018857,-0.0618266474993914,16.4077703038025,5.1075424264336e-05,0.0007355781371979
Lysmd2,-2.33932383585279,-1.21423430925428,9.28989076773463,0.0023042190008182,0.0170061149340167
Elovl4,-5.24601832981964,-2.78944982977838,4.44415116277244,0.0350209958919119,0.12663325951778
Nnmt,-2.1674514610322,5.76133192774947,4.58704756838692,0.0322144599899763,0.119315501645725
Acsbg1,-3.84409702609734,-1.01237980232559,5.92834740224924,0.0148992079793093,0.06956154753424
Tmem266,-1.76859738568435,0.616053459243993,20.692402876879,5.39295476506942e-06,0.0001059112713444
Pstpip1,-1.8063501383806,-1.17796489250967,5.32313912893946,0.021044068116433,0.0885521484696167
Parp16,-1.70636548787606,4.8873910113397,46.6752332521705,8.378119713734009e-12,5.87423779577859e-10
Me1,2.609871432547,6.4179223420891,66.103083394646,4.27945795340055e-16,5.14371540173393e-14
Tgfbr2,-2.0032063807071,4.23196271862245,48.8871932681073,2.7111521359114e-12,1.97901726231414e-10
Cspg5,5.7872330920309,1.32823424975708,63.640129666492,1.4935545296926901e-15,1.68784694240534e-13
Cish,5.476474470373,2.8021503074575,21.3896329909197,3.74792271518064e-06,7.76091872083908e-05
Mst1r,-2.44575532827661,-0.936648766387687,20.2043459900896,6.95946455431132e-06,0.0001319739031615
Pygm,-2.84582341849513,1.99168761155858,9.64369437915946,0.001900027016693,0.0146379912717375
Colgalt2,1.79593714564896,0.545093271435306,10.9200805159607,0.0009512747479685,0.0083970613589317
Folr2,1.89822222800877,-0.669407349040515,8.22443835504238,0.0041329994395942,0.0265586007283271
Ablim3,2.05820610062957,4.28441038210834,41.7040389017277,1.06189395944364e-10,6.43008971047954e-09
Chrm1,2.44156134902223,-0.287618798060864,9.02802830738617,0.0026587109971607,0.0189234879789007
Alas1,-1.70332074584716,8.49238126248967,8.09004197587377,0.0044509131375162,0.0281568252537926
Alox12b,-7.28144591014918,-2.3723360300787,4.5022121465814,0.0338510346103716,0.123435821003969
Cyp2c38,-3.95244228738768,6.66430296942563,68.7544032613266,1.11521587122011e-16,1.44941796075811e-14
Abcc4,-3.0756194684619,2.32792618271869,56.26519283999,6.33266116038044e-14,5.71943058247693e-12
Dhrs7c,-6.29160587966285,-2.77368779002248,3.87388428926243,0.0490428959614791,0.159694246312621
Tmprss7,-6.28792672709788,-2.27108823803267,26.5722039313636,2.53870115714737e-07,7.30726481260876e-06
BC016579,-6.30312496315114,-2.7645269279397,19.9403957442507,7.98942779011072e-06,0.0001481658847479
Myh2,-12.2790987030854,1.02871586204648,9.55045594916965,0.0019989975659779,0.0152098881912057
Adamts15,-1.6436848156003,0.0048258171900856,11.6866007311879,0.000629518036523,0.0060260331328491
Asprv1,-10.2120264072842,0.429322873249785,17.1248909087115,3.50005860467405e-05,0.0005354252330556
Acsm1,1.66220674258772,7.95685804297832,85.0934482512282,2.84591985705921e-20,5.61665121419118e-18
Nat8f2,2.10841912691027,9.87518573319772,56.1367005673934,6.76033448423831e-14,6.00392817027965e-12
Gabrb3,1.74921722459528,0.0345394110010634,10.9427879753286,0.0009396866523505,0.008334335269592
Adra2a,-4.02235885832484,-1.39195979449705,3.98419999844155,0.0459289060685946,0.152517551394382
Calm4,-8.39153749774687,-0.996946911698667,6.16420676089251,0.0130360816868392,0.0629401394883153
Dnah8,3.24568429512377,-0.11779433282876,24.9317753110339,5.93953490434378e-07,1.50952949095135e-05
Kcnk10,6.70167962214467,1.47445168335915,91.0142508287955,1.42641094287933e-21,3.21163455392522e-19
Ston1,1.60413187097112,2.27679823939733,14.9883002514128,0.0001081798100998,0.0013834899554055
Cfhr2,1.57409590893153,7.58598835994875,71.1217772164835,3.35842614058095e-17,4.793553596725621e-15
Kcnk1,5.34263395647606,0.79287936972901,32.9027159505454,9.68878153269478e-09,3.76848811634206e-07
Tspoap1,-3.18957222537844,-1.55887428085679,18.3648010785053,1.82396524891072e-05,0.0003066026127138
Gpc1,2.40098949234713,3.68433096373114,17.9033182150747,2.32415533189688e-05,0.000378349767166
Flvcr2,-1.93180266663759,3.17883190535181,30.8734105909856,2.75419552954363e-08,9.784126607841e-07
Evpl,-3.63402064774855,0.191555557657228,18.0061133566332,2.2019669357752e-05,0.0003617743415755
Neurl1b,-2.36536608894568,-0.514288655077419,10.7949537942861,0.0010177715335072,0.0088665371850932
Ifit1,1.86817831999686,2.8032766000095,11.6183067435517,0.0006530582746412,0.0061883755651538
Slc41a2,2.00156438502401,4.06691711462632,15.8290562760985,6.93296432282854e-05,0.0009432371716147
Pik3ip1,-1.69534529294233,-0.584964995905353,6.16852170559352,0.0130043230501277,0.0628057728940607
Dsg1c,-2.93580153381136,4.21550768852503,38.3761900702339,5.83398592026127e-10,3.14013801081807e-08
Dio1,7.70153573294967,5.96712634755934,29.1890816112085,6.5648101984838e-08,2.12870295807225e-06
Acot11,3.7293194796785,1.21867731739982,12.8558216183261,0.0003364309593966,0.0035806826344305
Nudt19,-1.67307499299278,5.10770805113915,58.1695245262418,2.4047564144507102e-14,2.3019422779286797e-12
Pygo1,-4.71510986089296,-0.0125466693643695,35.3844293151866,2.7064186429447903e-09,1.21530360747515e-07
Cdhr2,-2.52273913724478,-1.6120638156891,6.59391001537348,0.0102328184860571,0.0524953815364859
C8a,5.14220977887029,8.46760519030218,263.422905570959,3.0790932936941702e-59,5.469153932554989e-56
Ccl5,-1.74137398831692,-0.293454701643286,5.65456222128175,0.0174100200608195,0.0775039211061711
Egln3,-1.53469967693029,3.99473970039484,31.3753722346439,2.12661362389334e-08,7.65676698008083e-07
Neil2,-2.21004290888894,-0.388208342147221,20.9951047299487,4.60458382198843e-06,9.30579987083527e-05
Sgcg,-6.07624031523767,-2.20887937936963,7.34269594049998,0.0067335779400999,0.0383753928522058
Tmem98,-1.60135375344788,4.31475231091574,27.1659806022475,1.86715409139076e-07,5.54801585594287e-06
Ccr3,-2.43433390401833,-0.333966618337363,6.98363235914329,0.0082258487239444,0.0446822378178388
Cbarp,-2.4898256270207,1.37909803586055,55.4314261809441,9.677682574200151e-14,8.40677693759536e-12
Thrsp,3.87734536717294,7.82472634636244,30.5600005101495,3.23699018775861e-08,1.12737527541414e-06
Krt20,-6.5866140944762,-2.27558710355439,13.8457628731668,0.0001984436887649,0.0023105031380892
Ugt2b1,2.3878440029916,8.61910711867408,118.268428793757,1.51441569421047e-27,5.37987761947745e-25
Cerk,-1.56633544927243,1.9124184882768,23.6778951678852,1.13883116815658e-06,2.68515561270666e-05
Cd276,3.62440145395824,0.827277262865066,34.1161667073492,5.191812628704851e-09,2.14460766621384e-07
Pknox2,-1.65418726894423,-0.903791340031136,4.94521347303021,0.0261630077301873,0.103750387734912
Ints6l,-1.51622354838282,1.18344866325347,16.8421904528616,4.06201325302281e-05,0.0006039747363528
Ripor2,2.06129724904348,0.810998076129504,16.8894947097156,3.96202556738759e-05,0.0005930425161072
Tmtc2,-1.92281440577442,3.46363675406553,35.0506880087896,3.21233450846666e-09,1.41466610061565e-07
Adamtsl2,2.53144568268792,2.38418826901339,28.8606211000253,7.77782234299014e-08,2.4768180871522e-06
Prr5,1.95806444236581,1.76980314394939,25.4815413512155,4.46635665552839e-07,1.18800628111942e-05
Csgalnact1,-1.55857032001616,-0.704546311713531,8.30183654420053,0.0039605007785513,0.0257997414205061
P2ry14,-1.8867874340291,0.0567236492746451,25.1407975057729,5.32933608727375e-07,1.37855609532618e-05
Arhgap26,2.68768714782091,4.16524947497851,111.329821391567,5.01018463915887e-26,1.57044728709007e-23
Cysrt1,-6.80111614975167,-2.66216973772283,6.52319834702924,0.0106476351979819,0.0541907342486273
Dnajc12,-1.69310875246956,2.9575575351677,27.4624044155744,1.60178181254127e-07,4.8404695756682e-06
Pnpla7,1.89842566643477,6.85080421783829,68.2689491107743,1.42649636760543e-16,1.83902991391455e-14
Myom3,-1.77779407575426,0.306000635741251,4.01060792415389,0.0452148448928672,0.15105632402453
Arhgap10,1.68559219672234,0.23439682027903,10.5725613140532,0.0011477858439798,0.0097827407545861
Ppp1r14a,2.62581489521307,1.95034100098309,30.088679451107,4.12733547075947e-08,1.40982018879404e-06
Mycn,2.8067247194478,0.254117306122683,15.8292186062515,6.93236958287183e-05,0.0009432371716147
Krt80,-1.64536495425667,-0.691989607893631,4.02959196749487,0.0447087528723764,0.149772448327286
Traf3ip3,-1.60415728478502,-0.858370791661887,6.96921524665382,0.0082923855396309,0.0449362966903527
Htra4,3.55676477534096,-0.253880969276952,20.0525631387551,7.53424836458173e-06,0.0001407038485469
Vnn1,-3.88468800752474,5.77058482959851,20.912742696962,4.80686317192162e-06,9.64146984521191e-05
Osbpl5,-2.02884312954717,2.53653452741187,20.5078309343314,5.93877861822932e-06,0.0001154955170206
Cdkn1c,-2.4486016199339,1.06082512317213,40.9806559934895,1.53743411624461e-10,9.069159329256951e-09
Mat1a,-1.77740530715909,11.8581732877185,66.7243359901149,3.12256308454971e-16,3.83979180535474e-14
D630003M21Rik,1.76832233991766,-0.234861230821784,11.7525415857928,0.0006076021172528,0.0058654151246404
Pcdh18,1.65338040578414,-0.589307094812854,6.39405298322497,0.0114503297679505,0.0571123156538084
Ptpdc1,-2.03893490175446,0.997868544816146,34.4086381145428,4.46736182919697e-09,1.88929222755404e-07
Dlec1,-1.65637875901137,3.52846137197407,25.3439303061407,4.79659308660772e-07,1.25908599478672e-05
Hsd3b5,9.77643587086307,6.39418023125012,89.3102050081904,3.37513614224563e-21,7.007133294797221e-19
Crygn,8.56209500893108,0.338603874844916,55.7976549868125,8.03273017888012e-14,7.01700681090588e-12
Gstp2,2.09930328251731,6.01384326819781,26.277079567745,2.95778216951958e-07,8.26627723110838e-06
Enpp6,2.24445513236635,-0.717072833920777,8.12297981047151,0.004370766004139,0.0277266132310184
Asb10,-3.28281568039998,-2.51054798224973,4.36322262016778,0.0367227733995566,0.130921109626519
Tlcd2,2.58711244033526,6.11992652284384,60.8061788677761,6.29799371459606e-15,6.49546629171179e-13
Gask1a,2.22862537313084,1.7112626983038,13.6202517861337,0.0002237586743938,0.0025420346521731
Hrc,-8.09493429372371,-1.0095265815032,10.3360104871693,0.0013045968313841,0.0108339142579256
Aox4,-6.4231443264818,-3.16362565662285,5.40772799272848,0.0200477923631661,0.0855536595615518
Pcp4l1,-5.26083842381747,5.35429042746075,83.6348187774013,5.95155403237413e-20,1.13263741382777e-17
Trp53inp2,2.19986028376774,7.84815719381293,64.6916113061508,8.75869566653831e-16,1.01461238351653e-13
Gpr162,2.14033888716464,0.611991156565385,24.8828198399749,6.09229460966329e-07,1.54100350680502e-05
