V1,Control.M.6-CR.M.6_logFC,Control.M.6-CR.M.6_logCPM,Control.M.6-CR.M.6_LR,Control.M.6-CR.M.6_PValue,Control.M.6-CR.M.6_FDR
Ptgds,-1.9856220048284,1.8599265419339,10.8562963857228,0.0009846041145102,0.0253869054428404
Lonrf3,-2.19502076713189,1.34479806714192,37.5893292775115,8.73208718871457e-10,9.97079612848508e-07
Eef1a2,-4.7454897095396,0.404561598140155,6.34660840253035,0.0117605928404148,0.113873311415428
Abi3,1.85283748697862,1.82916481841202,37.2887740834497,1.0186931054574e-09,1.0856551989228e-06
Pdk4,-1.84502629839418,4.68159134493434,7.51275252189259,0.0061263678784095,0.0782862645117941
Tnfaip3,-1.89466460571801,1.78831565366636,22.4945168854281,2.1074429215026e-06,0.0004058985848571
Moxd1,5.36805302098669,2.58265298350066,10.4454515800862,0.0012295184367437,0.0286100170739243
Cry1,-2.32778014926561,3.64236627426863,73.6792559293967,9.189961273496939e-18,1.4691072091812199e-13
Mybpc1,-5.50974364064799,0.211876841488478,5.3204017669112,0.0210771512406913,0.157524997476681
Ddit4,2.0997990071204,2.86061109025838,12.2847364080145,0.0004566778956441,0.0153693743995107
Rab36,2.82941745856694,2.88352992166241,58.2804576881871,2.27290700137985e-14,1.40714404065482e-10
Arsg,1.59654243617024,4.04176690792157,21.3837828045851,3.7593763505542e-06,0.0005830524582894
Cacng1,-4.41446036397372,-1.82934406174661,7.07525175180167,0.007815583994666,0.0899468437061733
Nr1d1,2.36205453818906,6.58902580853068,29.7731545032614,4.85670832631561e-08,2.28350997954357e-05
Asb2,-1.76073597949661,1.18905641386666,9.59749922670616,0.0019484254591231,0.0379385254440223
Acot3,-1.8504462312631,5.25521428588413,5.95711674335864,0.0146579929547126,0.128680932196599
Cyp46a1,-4.5807717039777,6.28104783441276,9.38925583983189,0.002182607823753,0.0405233293037223
Gadd45g,1.99215064996977,4.07148513906948,3.95535142863321,0.0467225613364814,0.244566753610017
Fbp2,1.62090444653768,-1.36386679444061,4.26550526094948,0.038893681086639,0.220012167675517
Cxcl14,1.86851134480729,0.275403429132113,7.02758052177749,0.0080263722984639,0.0915189640251391
Fst,-1.56915651857419,0.682357313932975,7.31505194524158,0.0068379422696156,0.0831897603668767
Ldb3,-5.7388300168904,-0.490457820918326,7.65645061288429,0.005656968739747,0.075020586016447
Amer2,-2.36542852980494,0.183291013931386,13.6974651670296,0.0002147441388983,0.009228225280722
Tsc22d1,2.23549543848886,6.22939396110238,15.1663762413278,9.84407944942838e-05,0.0054078162913595
C6,2.20511258729151,6.00900751314412,39.1438113336366,3.9370925703941005e-10,5.24486348586e-07
A1bg,2.15545051910513,7.68721088893128,3.94634083860203,0.046973405225016,0.245123538818
Sdf2l1,2.74585224372143,4.97215793467443,23.4524887947394,1.2803697748909e-06,0.0002882815664986
Csad,1.76151986389444,7.457882991502,9.16896102356884,0.0024615427576396,0.0437711040307316
Cdkn1a,2.92929869067159,3.450394007458,7.92278079669489,0.0048816184390121,0.0686346107001309
Creld2,2.19435857831684,5.81769852749814,17.5703209502386,2.76876026172841e-05,0.0023669198686625
Mx2,1.73460657311421,2.54218164872263,29.0897486527269,6.91016641671863e-08,2.62621020292035e-05
Tff3,2.85569301698644,0.284098547095563,5.67172272536168,0.0172405170070307,0.140903325600405
Myot,-6.23998731455867,-1.12586657640046,4.98659798347057,0.0255443823470479,0.175961977757635
Psat1,2.55710843238374,0.88149640656311,10.4979878637025,0.0011950461117359,0.0281544980422372
Ms4a7,-1.58297426386369,-1.4974576290176,4.34893235848615,0.0370321544679913,0.214335996135159
Syvn1,1.56503580067493,6.61686234060473,20.7511535786057,5.23000644982608e-06,0.0007148100043436
Vldlr,-1.77879039465447,3.59837374748156,8.97094114594698,0.0027430726305532,0.0468992075636629
Cyp26a1,-1.59780487733748,4.09950469774633,6.16640878780595,0.0130198644908372,0.120658292029289
Pde6c,-3.00613529222782,0.299955749341368,19.6312093484615,9.39224333207164e-06,0.0010724600136178
Cyp2c55,-1.51434067500283,2.25781770428062,4.48859908912531,0.034121628328562,0.206435377065652
Cyp2c39,-2.02030565396107,7.74616676028829,9.3341231281306,0.0022492569439239,0.0412346576898713
Npas2,2.49098808511865,0.601277306252361,5.39194275112281,0.0202299357248351,0.153924679913
Nek2,1.73027915595873,1.36698777819981,24.8935496315974,6.05847997805859e-07,0.0001515692988419
Mgst3,-1.56370386142166,4.2989634311269,14.1837343873833,0.0001657975567655,0.0077047666931795
Fmo3,-7.69647536913468,6.98498922695574,29.4104502226839,5.85610066774875e-08,2.5678273447264e-05
Hspa5,1.86913947420639,9.66108920031951,35.1185129494477,3.10237340878591e-09,2.25429733240234e-06
Xirp2,-7.14634263985322,-0.563646198349672,5.19721346079909,0.0226231265366724,0.164987819714984
Chrna4,-3.43405386443502,1.44198754803788,10.0754299857041,0.0015025955285289,0.0322422713007566
Ocstamp,1.90576886720458,-0.168793679295297,8.61882348340977,0.0033270667190297,0.0535614184999092
Tbx15,-5.13265567014703,-2.44072062510275,4.29801141768547,0.0381569645807913,0.21728664167772
Hao2,-3.93815608488091,4.9136740790111,15.8476220067097,6.86527542846244e-05,0.0040950855596791
Hsd3b1,5.76471307842879,2.46339971066196,8.36127354503147,0.0038330183768087,0.0590642032985745
Tlr2,-1.97498414870474,1.00863052356147,21.7285243550459,3.1408622058473e-06,0.0005341470555603
Rorc,-1.87346171431138,5.92608926062936,53.274070394099,2.90110763578819e-13,1.1594276666427501e-09
Atp6v0d2,-2.09610591701177,2.74623078736544,14.0949211798546,0.0001738124637796,0.0079230222442431
Col15a1,2.25398965076943,2.95245008374687,28.2973476298368,1.04038441982413e-07,3.7042157273724e-05
Fmn2,1.9466316818913,1.10032062515205,12.7584854272002,0.0003543977452319,0.0129889625111059
Tpm2,-2.4002960290676,3.11308332695375,4.39270234643988,0.0360930622783336,0.211426784016651
Sgip1,-2.59229224992857,-1.76147349839999,6.45481475582716,0.0110652079743353,0.109895961684634
Gpx7,-1.54731023425762,0.306265592594593,17.3300945200805,3.14171799202843e-05,0.0025603152813582
Fabp3,6.06961812929994,-1.03300938862519,7.08425317926507,0.0077764220551086,0.0898775500581266
Bst1,-2.15287205748333,-1.10479975110031,4.90959543659193,0.0267078959631023,0.179769442048907
Cxcl1,-1.79349770431613,2.64338395921215,9.16545319958557,0.0024662655154565,0.0438063561445421
Aacs,-1.57416060884468,6.02359973326846,9.57786309689016,0.0019693749186217,0.0381453403463021
Gngt1,3.64466515949686,-1.2432664056221,6.79705275917591,0.0091308476732225,0.099178945626678
Asns,2.543313366372,1.89119740713209,9.5712787346372,0.0019764506723375,0.0381588652753472
Ckm,-9.11685480580617,1.44110354220351,7.65560245694964,0.0056596288462301,0.075020586016447
Rtn2,-1.51430484801157,-0.282394209806121,4.17352437187729,0.0410603037169258,0.227267092406768
Cyp2b10,-3.67481299919677,5.15996957138882,31.5693592754865,1.9244224205803e-08,1.09870774340702e-05
Ryr1,-3.1321369287206,0.493998155678864,4.9080803747427,0.0267313334202397,0.17985147140402
Atp2a1,-5.99935717641852,1.95825231255886,8.2992148105788,0.0039662222748506,0.0604089241577261
Crym,-1.91009533253701,3.15143687451484,14.4247937005236,0.0001458691213737,0.0070449056624809
Acsm2,2.19487005489176,2.3187871917808,6.93247352760937,0.0084644544138628,0.0946937197685522
Tnni2,-7.19357186303577,1.7845878248869,7.51884105959495,0.0061056949864264,0.0780845120424104
Myom2,-7.43995447078894,-0.714260451622449,5.2832228663156,0.0215318563112242,0.159725408348599
Pdgfrl,-1.95702037665042,-1.17290636884995,7.11837876719879,0.0076297671191949,0.088769619481405
Acta1,-10.4237828191314,4.25911382407819,17.0439260810242,3.65250169766429e-05,0.0027672460729318
Hyou1,2.07218777488516,7.683968803454,32.496396666865,1.1941373347579e-08,7.07017756794069e-06
Cspg5,3.43469994615434,1.32823424975708,34.3720917556273,4.552039584453681e-09,3.16386542595985e-06
Csrnp1,1.56413348082003,3.28951944920467,13.5249093150277,0.0002354177652917,0.0099036536735626
Manf,2.10010791533145,6.68688148848105,25.5834764012108,4.23651755824045e-07,0.0001147880842136
Pygm,-1.72171873941509,1.99168761155858,3.92385721562762,0.0476055354007497,0.247202692107811
Cyp2c38,-1.76805885047923,6.66430296942563,16.4649527085326,4.95577595298199e-05,0.0033855997600158
Myh2,-7.68377480991502,1.02871586204648,6.05067282003837,0.0139009989757075,0.125096575245369
Dnah17,-5.32087471334233,3.48021979802796,12.6126005940444,0.0003831550553795,0.0137643072253893
Kcnk1,3.85556287541165,0.79287936972901,21.6164729993396,3.32979693656561e-06,0.0005544805607076
Dsg1c,-2.39622961547349,4.21550768852503,26.7717463276383,2.28960545825972e-07,6.97994582282115e-05
Cxcl10,-1.5807464138461,1.04040537969965,8.45755355099222,0.0036353049986714,0.0571988048314579
Pcdh17,-3.52829844293319,-0.903906449233085,5.6898045868468,0.0170637546328265,0.140114703844941
Thrsp,-2.96664263992088,7.82472634636244,19.4185805652222,1.04980717958195e-05,0.0011443392784285
Krt20,-3.24190200051042,-2.27558710355439,4.09298282559479,0.0430615847855009,0.233270923206038
Ripor2,1.72442032936226,0.810998076129504,13.0548494227255,0.0003025001537643,0.0116805977248224
Mycn,2.3157223190001,0.254117306122683,14.6457300717877,0.0001297282062433,0.0064404816925681
Spon2,1.57325321228493,3.55844395740668,8.71648647562446,0.0031534519178539,0.0516693859053804
Icam1,-1.51613323344248,3.23546450270142,24.890496852593,6.06808152501312e-07,0.0001515692988419
Osbpl5,-1.656477507913,2.53653452741187,14.6976018173976,0.0001262069029308,0.0063245879318272
Ddx60,1.66594425122896,1.53935351316013,12.2727272849501,0.0004596260663902,0.0153891321568839
Smim3,-1.52455069917766,-0.108351807397465,9.23714600673233,0.0023715429671341,0.0426158319863783
Pcp4l1,-1.51892238061555,5.35429042746075,9.6239349420252,0.0019205779432965,0.0375793867827893
Srcin1,1.65729070963257,-1.00247336959062,4.46703012416188,0.0345550040609974,0.207632520093305
Atf5,1.69475779318474,8.81665375888923,29.1446341720864,6.71715191684979e-08,2.62621020292035e-05
Capn8,3.67691400959058,1.25448856872118,20.9012089770885,4.83589286206172e-06,0.0006727218453336
Slc35f1,3.75460338160543,-2.40268666012551,7.50418284316063,0.0061555862727574,0.0785340799332012
Mybpc2,-4.24055827696328,-0.418987203432908,5.63909339329372,0.0175642872948849,0.142240474516733
Eme1,2.39903441028285,-0.112335545286063,6.57609794201238,0.0103357226728634,0.105576270062872
Mmd2,-1.78060193124748,2.67344496576132,9.23083310003364,0.0023797334521155,0.042696317581952
Txlnb,-5.97232448814547,-1.43944698643167,6.94622353032283,0.0083996366166922,0.0944279823870904
Saa3,-1.83427129514521,1.68878963832361,10.9628871312576,0.0009295487450985,0.0247250686175461
Fmo2,-1.52937981308069,5.40075967850093,6.59414007900364,0.0102314962518382,0.10477943567065
Rundc3b,-1.52728722745508,-0.930103628315335,7.58294167497006,0.0058923205358246,0.0767158669370559
Cyp2b13,-2.11219748122653,7.26814162284919,5.11958925598374,0.0236572155947236,0.169095123143476
Abcb1a,-2.65725588769966,3.30215019254201,37.770612506911,7.95714810804489e-10,9.78484381963121e-07
Cyp2b9,-6.56182835590328,7.99381463997744,45.8819997842451,1.2559469621816799e-11,3.34626135623938e-08
Sh3bgr,-4.33204804355916,-2.55413848937322,4.9126939823168,0.0266600290795903,0.179674209471471
Apobec2,-3.9714311527043,-1.25611139168412,4.56875089050019,0.0325602985384785,0.201279556239798
A930016O22Rik,-5.37428065112964,-2.60632858043497,4.11977334075956,0.0423847566575516,0.231329026946951
Snrnp25,-1.77547033962583,2.87523335034311,4.3362500873375,0.0373090092955504,0.214788264072808
Catsperd,-1.50831717773266,0.209114287860705,9.40103098949948,0.0021686346163254,0.0403958527776941
Npnt,1.78655968399465,0.451698778130908,5.14373503570741,0.0233304021145794,0.167693126271137
Serpina12,2.15175722765612,4.9850591237652,8.98777390885306,0.002717918938337,0.0466547115194028
Oasl1,1.85031016588631,3.0758572491791,14.7404772574378,0.0001233690514908,0.0062410685352304
Mrap2,7.04030611746296,0.232722160527215,7.94855337979725,0.0048125830166302,0.067925089556921
Rnf227,-1.54856329638694,-0.709975829936134,9.65292537416721,0.0018905027934061,0.0371729122452526
Lingo4,-2.40327850111257,0.729119390526651,35.2468397355389,2.90453037590655e-09,2.21103917091629e-06
Defb1,-3.11533771086998,-0.148436824972405,7.76364391797107,0.0053308304396321,0.072157955221003
Hrk,-2.27527101916048,-1.69639783090249,11.3212723848482,0.0007662419046067,0.0217183388068134
Ttc34,2.06476403644181,-1.37931373637719,4.45661746065275,0.0347662769400772,0.207843568872129
Rnase2a,3.95575592702574,-1.23383413503545,7.58862618116144,0.0058737693909315,0.0767141155910386
Cmya5,-5.49494125721044,-0.491589907322984,4.42536639506547,0.0354085102694687,0.209709941732113
Mlf1,-3.13964383219982,-2.19716654074922,4.42387469820159,0.0354394743721398,0.209709941732113
Cd300e,2.43849152823399,0.673567442446876,6.38454222671416,0.0115118447343563,0.112762469315821
Ankrd55,-3.20320161730823,2.661353394156,4.60585788475908,0.0318629074309112,0.198968921168182
Neto1,-2.22408242350104,-0.394592592904131,6.65941808899083,0.0098633118858301,0.103388443869042
Ppp1r3g,-3.98984719076882,3.1128250664464,22.1949905515595,2.46315631267406e-06,0.0004474547365273
Phospho1,2.33961123015698,0.191448855165552,29.1324849674964,6.75940581409608e-08,2.62621020292035e-05
Trap1a,6.47506990885984,-2.83367891547436,7.17896130547271,0.0073763399607095,0.0871531194470829
Nat8f3,-2.3553366077667,0.504919596044811,8.27608963159727,0.0040170548023642,0.060868851251749
Ttn,-3.19858073450076,1.08470666103557,4.37993776597493,0.0363643251421003,0.212005872254419
Actn2,-8.05143227137768,0.0738074275191148,7.44591759879928,0.006358049586447,0.0796921859143746
Tmem171,-3.11034129464525,-1.901874545041,9.04811484192147,0.0026296582513951,0.0456975479759601
Pkdrej,1.82598835243773,0.404634416183513,7.95745989078549,0.0047889576248325,0.067837576591108
St6galnac3,1.54842807133032,-0.309994588795266,11.473523497996,0.000705947105534,0.020518673507395
Kcnt2,1.71437717164264,-0.575351136151994,6.66701757999321,0.009821340476346,0.103173522507302
Slc22a26,-3.98968768456094,5.8924353438213,31.3223172236416,2.18552838888347e-08,1.20475368361004e-05
Slamf8,-1.82357327847391,-1.5786262218791,5.36626528496704,0.0205298893152383,0.155099626934498
Nebl,-1.87606714939578,0.125340681601467,8.40021400628662,0.0037517683940294,0.0582854903274589
Sh2d4a,-2.12750402148165,1.77183688033609,21.7692799321534,3.07484264941049e-06,0.0005285423074567
Adm2,3.56876612615953,-2.53696301373104,4.22323138440765,0.0398741548523848,0.22287700680777
Cyp3a44,-1.96156644588333,7.52381591399952,9.31627825981177,0.0022712686911518,0.0414954300534321
Myh8,-11.5290712944582,2.86932308574749,10.5522956626649,0.0011604387067649,0.027815037050979
Myh1,-10.6720251079173,2.45487595494749,9.03491351345195,0.0026487158534065,0.0458250775244118
Med12l,1.75457063186583,0.253122994787436,6.82618012964598,0.0089831179960938,0.0982200061562596
Tmt1a2,-2.71503848681794,-0.881240775433068,7.95509293027435,0.0047952246683317,0.067837576591108
A730036I17Rik,2.06414360178304,-1.40553029531344,4.1058157160188,0.0427359712556791,0.232452275091285
Gjc3,1.61637534734227,1.17250633963062,17.3127873070074,3.17046175476074e-05,0.0025603152813582
Ugt2b37,1.86351022585103,1.86333725872807,5.40402921996881,0.0200903191958679,0.15357008007885
Saa2,2.06003949468412,5.02272982326838,4.17068389411287,0.0411291948057428,0.227390734600445
Xlr3a,2.47360164912169,1.33413236030035,7.82692932359176,0.0051473472552061,0.0707634554118148
Rad51b,-1.56643463685758,2.19703031078109,7.42332811066561,0.0064383619115238,0.0803463337374087
Myl3,-8.61083493572433,0.909334969368564,9.732222824102,0.0018106538408855,0.0362834557460694
Klk1b22,6.87330594520398,-2.09346451241342,6.50468779794414,0.0107590453476548,0.108376873930441
Fhit,-1.88884269655582,-0.431516939841178,11.5860747309134,0.0006644752061912,0.019862889313276
Serpina6,-1.73502400343831,8.96305747810088,20.0699909219263,7.46590072975838e-06,0.0009041658262569
Gm9104,-5.02239739791401,-0.509046167857191,17.3467239418279,3.11434663876299e-05,0.0025603152813582
Nuggc,2.81998037479638,0.88233662983088,13.8208132468488,0.0002010961822916,0.0088479300791588
Obscn,-3.82941982161726,0.133535884791323,5.00869243680903,0.0252203494493922,0.175060770541277
Orm2,-2.55879244512618,4.41118238242554,16.4915552656399,4.88672429827224e-05,0.0033672058031112
Rpl21-ps8,-1.62331175862179,0.65067448974853,4.61804092497598,0.0316373524379528,0.198201987601707
Tnnt3,-9.60549521886935,2.50443839030844,8.04793064871606,0.0045555661587905,0.0659852307843027
Plppr1,2.38965395377909,-0.95347833508987,6.61857755767276,0.0100920404788065,0.10446954709594
Sema3e,-1.9548876799915,-0.393101188131714,6.1724572019366,0.0129754265590071,0.120525955242468
Gm8730,-1.55563003577714,6.58202663538689,4.41064222870347,0.0357153925709501,0.210138485697169
Aox3,1.52924992373948,8.05031388226117,12.7791633601641,0.0003505016549021,0.0128807343799204
Mup21,3.00423692020716,7.11177398230675,29.9718228318597,4.38370347038298e-08,2.1235722326528e-05
E230001N04Rik,2.90740099552966,-1.46990225147439,6.06717546283154,0.0137717018452583,0.124508680779429
Gm10167,1.52123613530902,0.0964614625593135,17.352586201941,3.10475483748637e-05,0.0025603152813582
Slc22a27,-3.96657815526372,3.6486927953905,44.1791689976838,2.9965316091888895e-11,5.98781928806169e-08
Flnc,-2.54572739696022,0.219624250617141,3.85137224615076,0.0497053082644742,0.253409203811871
Sort1,1.52284975385911,3.62143327701388,13.7597988972374,0.0002077343425559,0.0090240250002718
Cacng7,1.78949049225136,-0.509046939690965,14.8394890133694,0.0001170586075782,0.0060364480669244
3425401B19Rik,-5.51543786063981,-2.14040713655469,4.19405942214841,0.0405658506461817,0.225560239453865
Nalf2,4.8281745458401,0.0136220260147402,6.9324132909546,0.0084647394938859,0.0946937197685522
Gm10419,2.69262917293734,-1.96370471315416,5.57100642122069,0.0182602623591168,0.145273190626592
Serpina1e,2.40506142544347,11.1395121973541,7.83023790941661,0.0051379336581424,0.0707634554118148
Gm10433,1.58889775942078,-0.273361495484669,13.246824163745,0.000273042069961,0.0108849140408919
Gm15401,1.98203512964216,0.594003447115138,13.3016789435154,0.0002651685612089,0.0107416693474245
Mup14,2.29954921841586,11.3391505858301,22.6914642889215,1.90210937115982e-06,0.000375396548239
Mup11,1.65680643518161,11.4655713643474,14.1875673174418,0.0001654601595763,0.0077047666931795
Mup-ps12,3.24851151046114,2.17771296577469,11.9996748687341,0.0005320983268416,0.0168772298668462
Mup7,2.49631320601514,12.4813289079589,20.1197575620608,7.27413471416681e-06,0.0008876665461119
Cyp2a4,-2.13752981626402,8.54001093747207,7.91189869959172,0.0049110697910217,0.0689880155353902
Gm15441,1.68919465250459,2.60792653985441,8.32873753727063,0.0039022767407393,0.0599824961321722
Zfp1003,-1.67146483249704,4.63670632102166,11.753630763112,0.0006072466640223,0.0185256587233991
Rdh16f2,-2.10902075385801,7.23083773390459,18.1085470981374,2.08662690720971e-05,0.0019061038707802
Ism1,-2.32711904071638,-1.55921869549976,5.70919532657476,0.0168762733872813,0.139351294612127
Gm10804,-2.26064793324192,0.306789542256696,7.82461762607721,0.0051539349329884,0.0707824775247027
Slc22a29,-3.6064314462942,1.90273939515589,26.6753100076909,2.40677339542146e-07,7.12494064800139e-05
Cyp3a41b,1.63286544076242,8.37717974250518,5.04334255709195,0.0247207462397469,0.173271592423236
Cyp11b1,5.1329136741802,1.90126675521848,3.91621945088987,0.0478223088695996,0.24804913354621
Dio3,-2.44133115050933,-1.49377026333936,12.3064832361835,0.0004513876512776,0.0152799200028256
Iglv1,1.52690293299597,-0.882436167122384,3.92430003558878,0.0475929992109239,0.247202692107811
Cyp4a12b,1.9168984439991,5.50533515274377,11.6061724990914,0.0006573329172661,0.0197150544379289
Mup20,3.04119979359864,9.5774323921205,20.899811262791,4.83942275824899e-06,0.0006727218453336
Mup19,1.94746098492939,11.5225470565613,16.7771131532099,4.20372712434185e-05,0.0030685288497593
Mup18,2.30661992406496,11.1913154166899,22.7497751123219,1.84525732523589e-06,0.0003690737411121
Mup16,1.92830636966288,10.4666827395071,16.3541816965517,5.25401072244438e-05,0.0035445028727826
Mup-ps4,2.41589339881856,2.67100756319764,5.57082602987579,0.0182621436387798,0.145273190626592
Mup9,1.67816658192004,12.4444432736986,7.70316755811655,0.0055124005031687,0.0737416187813012
Il11ra2,-2.42577652212409,0.293516790961094,12.9331703230392,0.0003228106035563,0.0121884316011879
Rad54b,2.08249763364799,0.0034979137173084,11.9794033820064,0.0005379180361064,0.0169608633633076
Gm11008,-1.87754721746811,-1.57027411342025,6.61883344680985,0.0100905905664579,0.10446954709594
R3hdml,2.99217879710078,-1.1819458004146,15.9673372507028,6.44448362246363e-05,0.0040086192680429
Nat8f6,-2.70133430752837,-0.358755301915881,10.5939982892613,0.0011345535253272,0.0275115661289578
Gm8545,1.98535936231235,-1.30787257036402,9.52407131782502,0.0020279418380423,0.0387601149760699
Gm13775,2.85603738395856,1.99044665235992,6.90721691700625,0.0085848513809617,0.0952609825128077
Gm5937,2.46214087591524,-0.706155330308182,5.25203175226927,0.0219211606498249,0.16129521145158
Eif3s6-ps1,-2.03758970794799,-0.628196506147386,6.3710801628109,0.011599496953836,0.11313578908116
Mup-ps14,3.18503355880306,1.51140156259006,12.4814543486111,0.0004110120843295,0.0144088578510781
Mup-ps19,3.24302747269096,7.36855098053236,10.577164417101,0.0011449314020451,0.027606143880987
Gm13339,-1.84678268520276,3.97659806934565,4.87758278452945,0.0272076953369328,0.181452739948355
Mup-ps1,2.68379437987889,-1.16763766238163,5.85807611923907,0.0155057335304714,0.132553292095249
Mup-ps15,7.23903994265086,0.597184704277625,23.9815934500873,9.72610944280024e-07,0.0002320620679889
Gm15344,2.82413303601356,-0.62152624653091,16.3109848931589,5.37514537686242e-05,0.003610381260274
Gm15611,1.69486926771311,0.943259489064896,5.45308316566079,0.019533823451188,0.150635649633715
Gm12265,1.96213928557471,1.03595651736972,18.8861197795363,1.38758627909942e-05,0.0013956319376029
B930095G15Rik,1.54188483973295,0.927905413523129,26.2539288565808,2.99345210955055e-07,8.3953202496974e-05
4930412C18Rik,3.11661095096292,0.632739525271453,7.37951132777853,0.0065971093308638,0.0813117885606706
Gm12602,1.80430502358946,-0.66967971364206,5.99103876933962,0.014378732592637,0.127557391357323
Gm16731,2.11133748651721,-0.437214568973419,11.9401975369009,0.0005493565474949,0.0171523706411212
Gm11832,3.01717835384889,0.769685822546625,26.358615192324,2.83551303720693e-07,8.09437703799822e-05
Gm13773,2.73241025016977,-0.509864733594235,25.5113502041498,4.39788087247396e-07,0.0001171742060456
0610040F04Rik,-1.76408641735621,-0.865871307229579,12.3698137404895,0.0004363311329904,0.015000407509645
Gm13855,1.75439565188478,-0.572462775975573,5.22118472638476,0.022313344503711,0.163624369374461
Nat8f7,-2.92741682760194,1.92403992797498,11.4438843400903,0.0007172968738179,0.0207730214218366
Mup13,1.57753774487843,10.6465060009937,13.2904525254842,0.0002667610866337,0.0107416693474245
1110002E22Rik,-3.32769879727907,-1.73741245679149,4.97021706007934,0.0257874110750627,0.17658028277136
Mup-ps16,3.61120944382157,0.497866754470689,9.7846498602451,0.0017597473568863,0.0355642493643294
4930524O07Rik,2.03907721698233,-0.339973179255045,18.5448441793653,1.659535038407e-05,0.001598152236384
Gypc,-1.54048350575948,3.7923535149806,40.4657318865914,2.00094829046566e-10,3.1651796922354e-07
Gm17300,2.03535054466017,-1.12062421645087,10.4614801086854,0.0012188957660109,0.0284837073418458
Phf11c,1.63083177178135,2.03396902486,21.8361147064335,2.9695776337944e-06,0.0005216666819103
Cyp2c69,-2.01643048967178,6.56924348199842,8.71078930419091,0.0031633221498259,0.051759332535433
Gm20688,2.77078624107014,-0.981644478382223,12.4309282007815,0.0004222819743646,0.0146433831717848
AA465934,1.99664357471556,0.712451016250408,6.66672074513073,0.0098229764328858,0.103173522507302
Mup-ps6,3.23398352411181,-1.59829673063867,10.613762782124,0.0011224903379467,0.0274375084746434
Mup-ps7,3.6473414018864,-1.45062312752572,10.5676242644265,0.0011508553734473,0.0277071897589293
Gm21286,2.24065066869778,0.347104491476177,4.1277444075854,0.0421855437381326,0.230635465867916
Mup-ps9,3.83510531719016,-1.15237014969664,6.24596944303057,0.0124476232352468,0.118023549844991
Mup15,1.62832773029587,11.8901601162982,8.94996023979911,0.002774756246795,0.0471885674056024
Rps19-ps1,-3.2343914017413,-0.795631213932908,4.95073577904902,0.0260795670231183,0.178013645786323
Mup17,1.5637104718745,11.6750401374813,6.98707163033941,0.0082100568924925,0.0928846210073503
Mup-ps8,2.26634119590157,0.139182795181806,9.4115291474412,0.0021562532927868,0.0402215462526152
Pvt1,1.77908263407392,-0.348699748559415,11.0299321946372,0.0008965242691057,0.024029741187651
Gm16998,1.60137242789829,-1.17548597580908,10.7849850490063,0.0010232673081075,0.0260892363435514
9430037G07Rik,1.77898541818021,0.157297410532462,10.1230665256781,0.0014642517897264,0.0318037080306612
5730420D15Rik,1.62609013593341,-0.96275468946956,4.57224023388285,0.0324940461231056,0.201103299002697
Gm26813,2.30421972370476,-0.6840251462286,12.25516605656,0.0004639718620116,0.0154200710730109
Gm9625,-1.62075808685023,5.00367476769029,5.58454900344177,0.0181195983109411,0.144686554197328
Gm9522,-2.05932312766765,-1.15823531547071,4.07444344610107,0.0435366062152609,0.234651445366541
Gm8349,2.24974524128228,-1.41797221081712,3.85591910185704,0.0495707603461542,0.253094274958039
