V1,Control.F.12-CR.F.12_logFC,Control.F.12-CR.F.12_logCPM,Control.F.12-CR.F.12_LR,Control.F.12-CR.F.12_PValue,Control.F.12-CR.F.12_FDR
Sult5a1,2.76023679701096,4.09101042023343,16.4807071459363,4.91476493403953e-05,0.001962859785378
Vpreb3,-4.17872809018804,-0.674759357712211,47.175489892078,6.49070380960174e-12,5.764466172238521e-09
Slc13a2,-1.76219458474089,1.10446964988847,11.4236461686777,0.0007251524553577,0.0129378204814168
Tubb6,-1.62999478404049,2.95510547191816,22.8452498846353,1.75582734835923e-06,0.000150099764657
Slc1a5,-1.57597728850491,1.09730382965282,6.37667988920752,0.011562953914416,0.0847324000246183
Napsa,1.79214429904895,-0.247207978854097,4.63245447227365,0.0313726517030333,0.155849350567026
Ppard,-1.70937472991137,3.19477223879107,29.6451015878868,5.18835742495822e-08,9.11440459289913e-06
Shh,-2.33000896810089,-1.56710830684669,7.83069304994072,0.005136640064691,0.0493878070976696
Prkar2b,-2.40984842332819,-0.129239675361461,4.87181594366425,0.0272987593590967,0.143316245357806
Hdac9,1.52301505915528,-1.10476397935753,5.20321151908529,0.0225451976177724,0.128066227698873
Hspb1,-2.65066301940123,4.45922322764901,18.259461489794,1.92766067076069e-05,0.0009599870243856
Ccn4,1.76562194978102,0.0575287658513147,9.90274968088738,0.0016503200410091,0.0230612029506748
Ndrg1,1.7750922583262,4.08326791500637,9.13729106277926,0.0025045164326388,0.0308215548053609
Fcer2a,1.70730634299353,-1.02082888282248,6.46065415071486,0.0110289036119477,0.0824254572887311
Rad51c,-2.36142627886374,-0.346410865416915,24.6746721524088,6.78702840298801e-07,7.13798921382673e-05
Abhd8,-1.67190126220536,2.83054253988841,43.3522255363972,4.5721592077288e-11,2.86894438995119e-08
Spib,1.94219597792275,-0.764566755517609,15.2548851847149,9.39334819228506e-05,0.0031414657782817
Fut1,2.27996580578737,-0.522092194851729,11.0336425312084,0.0008947316900486,0.0150718448863197
Gprc5b,-2.70998616997461,-0.538964536737165,7.17992621942426,0.0073723739228674,0.0631252113181352
Vipr2,-5.32712200483324,-2.08170177940151,6.53109102221201,0.0106004917215878,0.0802744958130286
Crybg2,1.61801133926941,1.67421076092585,4.41268270123302,0.0356726993051207,0.168169793893147
Gadd45b,-1.72123863869666,2.7416627267814,9.16294986765433,0.0024696414976413,0.0305807040908559
Ace2,-1.59769056649843,-1.14512400518082,5.57138031066444,0.018256363748277,0.112370776017335
Lonrf3,-1.95059379836986,1.34479806714192,25.0243908556496,5.66096469585031e-07,6.41904541809253e-05
Ikzf3,1.51407868480871,-1.08647211281052,4.29870138609618,0.0381414866880647,0.174884904262337
Slc2a4,-2.51177419796023,-0.212075703574932,4.60398059056983,0.0318978122917328,0.157505302333877
Dusp14,-1.60477573512027,-0.207814173078859,11.1588548893854,0.0008363152869497,0.014360189234348
P4ha2,-1.71684534396492,2.55225155280693,26.6169505483693,2.4805786375228e-07,3.35244344635816e-05
E2f2,-1.70963628701497,0.661102018942559,12.7421343210986,0.0003575094876765,0.0080603850551822
Noxo1,1.80809209091327,-0.587030986572633,7.43318501204335,0.0064031911158217,0.0575064118974865
Enpp3,1.89567783616214,5.19959636551091,86.4278021153365,1.44933003530475e-20,7.72299664812723e-17
Socs2,1.57046003601718,3.92136192209752,6.13226010285457,0.0132737081935965,0.092459041038272
Cry1,-2.99602282611475,3.64236627426863,115.133890491476,7.35594253887992e-27,5.879604871326721e-23
Egfr,1.74436041860694,7.69994764791278,14.8816360515928,0.0001144719521715,0.0036022610775871
Slc36a2,-5.34041796467539,-1.3917470870544,4.16115497551186,0.0413611910836245,0.182589868590924
Rrm2,1.62214918321182,1.03524414656113,11.083883918263,0.0008708121817036,0.0147936275629265
Slc26a4,1.64321179087248,0.480993893087924,6.65236667511697,0.009902420710726,0.0766848956068937
Cacng1,4.03245180826977,-1.82934406174661,3.91764661781062,0.047781724334285,0.197272377378068
Fbxl20,1.58786592593915,4.84272623461404,78.6263193663258,7.50429247585201e-19,2.99909048797425e-15
Nr1d1,5.66943767572227,6.58902580853068,122.413036126602,1.8745416294256099e-28,2.99664224879978e-24
Per1,-1.65649872077026,5.23593329063048,7.06746799295001,0.0078496108684812,0.0659971828804498
Krt19,-1.70522997984916,0.0973238358805828,9.19387983856814,0.0024282564271689,0.0302086437702124
Chga,-5.38021281676506,0.451447098117549,6.92056245615377,0.00852101709775,0.0693922462173367
Vash1,-1.55921759438822,-0.0740894647943576,8.39364776801911,0.0037653451586745,0.0406983148793591
Cyp46a1,2.84630558399998,6.28104783441276,4.24716506919043,0.0393159091346074,0.177543537690914
Hhipl1,2.85829152757913,1.02820528786742,14.4615891970118,0.0001430469652429,0.0043551985066873
